Starting from 1.11.2017,Until No time restrictions,Monthly rent sFr. 680.-,State Zurich (City),Address Paul-Feyerabend-Hof,City 8049 Zürich,"The room is located on the first floor. It is about 13m ^ 2, included is a desk, chair, bed, bookshelf and a closet. Additionally, there is a free wifi. Our room has a very large living room with a kitchen. The kitchen is equipped with two refrigerators, microwave, dishwasher, oven, coffee machine, toaster and a stove. You have an unlimited access to washing machines and driers located in the basement at any given time.  The picture is an example of a fully furnished room and the view you would have.  Surroundings: The flat is located on the campus ETH Hönggerberg and a 2 min bus ride or 10 minute walk away from Höngg Center (Meierhofplatz). You can find everything you need including Migros, Coop, Denner, Pharmacies, Post Office, etc. There is also a small coop on the campus itself (1 min walk). Transportation: The ETH Link connecting Hönggerberg and the center by a free of charge bus (15min ride) is also merely a 2 min walk away, as well as the bus numbers 80 and 69.  Official Homepage of Student Village: http://studentvillage.ch/",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--680-zurich-stadt/pictureLarge/roomPicture.png,"We are an international mixture of ETH students form Switzerland, Germany, Austria and Italy. We are three girls and five guys between the ages of 19-24.","We are looking for an open minded, ambitious, easy going character. You have to be at the university in Zurich and should be fluent in english, even though we are currently a german speaking.  We are looking forward to your application.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--680-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 825.-,State Zurich (City),Address Schachenmatten,City 8906 Bonstetten-Wettswil,"The room is medium sized, unfurled or furnished according to the light","2 young men (20,22 years old), working, sociable","You should be between 20 - 30 years old, working or student, calm, tidy. Entry possibility: from now or after arrangement,  In the apartment you can use the following: - 2 bathrooms - 2 balconies - 1 kitchen with dishwasher - 1 living room  Collection from now or by appointment.  If you are interested, we would be pleased to hear from you.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017--1000-zurich-stadt0.html
Starting from 1.11.2017,Until No time restrictions,Monthly rent sFr. 765.-,State Zurich (City),Address Birchstrasse 408,City 8052 Zürich,"The room isZimmer in 3er-WG on the 3rd floor, approx. 17m2, quiet, large window front with a view on green area. Rent incl. Additional costs and internet. Large, well equipped kitchen with spacious living room. Shower / WC for shared use.",Two chemicochemists at the ETH (25 and 26).,"Resident, ordinary roommate, usually student or doctoral student.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--765-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 630.-,State Zurich (City),Address Hardstrasse 39,City 8004 Zürich,"The room isca 15m2 and bright. Furthermore, the apartment has a large living room, kitchen, dining area, bathroom and a balcony",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--630-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--630-zurich-stadt/pictureLarge3/roomPicture3.png,"a cool guy, 26, graduate studies and traveling.",A roommate (s) who is cool on it and especially meets Juwo criteria.,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--630-zurich-stadt.html
Starting from 1.11.2017,Until No time restrictions,Monthly rent sFr. 1'100.-,State Zurich (City),Address Neufrankengasse 18,City 8004  Zürich,"The room isMega central, in a side street of the Langstrasse. The room is located in a large cluster apartment, with balcony and lift access directly into the apartment. The room is 28sqm in size and has its own bathroom with shower! It is in a new building facing the courtyard and very well insulated! The apartment also has a huge living / dining area, a guest toilet with washing machine and tumbler and is equipped with a modern kitchen. I am very difficult to separate from this unique apartment and the roommates. :)  The room is unfurnished for the first time for 4 months rented. In the rent of 1100.- all additional costs such as internet, TV, waste fees, cleaning woman, etc. are included.  For the 4 months a deposit of 1000.- francs is to be deposited. If you stay indefinitely, you have to pay the normal deposit of 3100.- (that means it would be again 2100.- deposit to be paid at the end of January). This money will be returned to you on your return.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017-bis-ende-februar---unbefristet-m-glich-1100-zurich-stadt/pictureLarge/roomPicture.png,"A 5er flat share, composed of totally different people between 25-32. Currently 4 men (Chris, Manu, Dea, Florent) and a woman (Nicole) - Chris leaves us now. Through our huge rooms, which all have a bathroom, everyone has a spacious retreat, but we also enjoy sitting together on the big sofa in the living room, to have dinner together or to party in the Langstrasse at the weekend.  We are very pleased about your contact and application by mail, where you imagine us. A visit will be announced by mail.","A friendly person who appreciates being part of a great ClusterWG. The room is for the first time only for 4 months, but it can be good that our roommate (which is currently abroad), can not come back, it can possibly be taken over an unlimited period. But this will not happen until January.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017-bis-ende-februar---unbefristet-m-glich-1100-zurich-stadt.html
Starting from 21.9.2017,Until No time restrictions,Monthly rent sFr. 670.-,State Zurich (City),Address Kesslerstrasse 7,City 8952 Schlieren,"The room isThe room is approximately 12.54 m2. Bright and facing the street. To the apartment belongs a small balcony, a cellar compartment and a common laundry room. The apartment is a non-smoking apartment. Pets are not allowed. Internet and Netflix are included in the room rates,",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/21-9-2017--670-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/21-9-2017--670-zurich-stadt/pictureLarge3/roomPicture3.png,"We are Sven (23) Application Developer and Rachel (20) Professional Support Child. Since we are both full-time work we are not at home in the day but in the evening we do something from time to time, otherwise we are talking to each other. We are not exactly the most tidy, so we do not expect this from you. But a certain cleanliness must be nevertheless :) Everyone is welcome!","We are looking for you! If you are between 17 and 28 years old, min. want to stay a year and want to spend an evening together, then we are looking for you! Sex does not matter to us. It would be ideal if you are German-speaking. We look forward to you!",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/21-9-2017--670-zurich-stadt.html
Starting from 20.10.2017,Until Anfang Juni 2018,Monthly rent sFr. 950.-,State Zurich (City),Address Nordstrasse 96,City 8037 Zürich,"The room isFurned bedroom (double bed with matraze and frame with clothes rail) in 3.5 room apartment (2er-WG). The room is on the inner courtyard and accordingly also quiet.  To the non-profit areas: large living room, functional kitchen, bathroom and separate toilet.  The apartment even comes with a nice balcony and a cute cat! The apartment is located in a quiet location in Wipkingen, on the ground floor.   Rent includes: - Furnished room - Internet / cable TV / Billag - water / electricity - cleaning woman 2x / month.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/20-10-2017-anfang-juni-2018-950-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/20-10-2017-anfang-juni-2018-950-zurich-stadt/pictureLarge3/roomPicture3.png,"Male, French, 10 years in Zürich, 35 years old, music, concerts, movies, jogging, going out. In the entire time I am always away for a few weeks away. The flat has the roommate in time alone!","Student, intern, employee ... Man Woman. Until the beginning of June limited.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/20-10-2017-anfang-juni-2018-950-zurich-stadt.html
Starting from 23.12.2017,Until No time restrictions,Monthly rent sFr. 1'500.-,State Zurich (City),Address pilatusstrasse 40,City 8330 Pfäffikon,"The room isEnglish below.  Since I planned to go for a longer period of time I sub-rent my room, with or without mubel.  It is a 70m2 apartment, in a large villa where 7 other people live. It has a living room and bedroom with a high ceiling, kitchen with a cooking island, bathroom with sauna, own space in the garage and a parking space for your car if necessary.  The duration is negotiable, as required (but typically between 3 and 6 months. the price is also negotiable!  The house is located 10 minutes from the train station Pfaffikon (ZH) and 50m from the lake :). a Coop, Landi, Migros, Aldi and lidl are all within an area of ​​2km in the area It can be rented either with or without furniture!  interested Just call me and come over :). Looking forward to hear from you!  Sven  (ps, for those with green thumb, there is a veggie and Krautergarten to use / care :)).    english Due to the fact that I want to go for a longer period in the subletting room, with or without furnitures.  It`sa 70m2 apartment, within a large villa where you will be able to enjoy a great view of the sea car when needed.  The duration is negotiable, depending on your needs (but ideally between 3 and 6 months. the price is negotiable aswell!  The house is located 10min away from the train station Pfaffikon (ZH), and 50m away from the lake :). The Coop, Migros, Landi, Lidl and Aldi are all within a 2 km reach reachable it can be rented either with its furniture or without!  interessted? just call me and swing by :). looking forward to hearing from you!  Sven  (ps, for the ones with green thumbs, theres a veggie and herbs garden attached to it :)).","English below  a young, professional, active and mixed wg!  With young I mean between 24 and 31. With professional I mean, we all work. By actively I mean that we have mountain bikers in the house, the availability to use windurfboards to go with windsurfing, paragliding walks etc.! only basically a WG for Spasig; and parties, well that's a normal thing! And with mixed I mean 3 boys and 4 girls!  english A young, professional, active and mixed wg! with young i mean between 24 and 31 with professional i mean we are all working with active i mean that we have mountainbikers in the house, the availability to use windsurfing to have a go at windsurfing, paragliders hikers etc.! just basically a WG up for fun! and partys, well thats a standard thing! with mixed i mean 3 boys and 4 girls!",anyone really :),http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/23-12-2017-3-6monaten-1500-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 1'390.-,State Zurich (City),Address Wolframplatz,City 8045 Zurich,"The room isThe room is 18m2, furnished and is located directly next to the train station Giesshübel, from where you can reach in 5 min. on Zurich HB (limited / unlimited). The 154m2 modern apartment has, besides a spacious living room, also two balconies with morning and evening sun incl. Lounge and grill.  Further advantages: Own washing machine and tumbler, cleaning power and ancillary costs included in price, top location, tram lines 5, 17, 13 in Laufdistanz 5 min. away.","Your future roommates are two men, 26 years old, uncomplicated and both professional","a 22-30 year-old, uncomplicated roommate, who also likes to participate in the WG life.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017-oder-befristet-1290-zurich-stadt.html
Starting from 1.11.2017,Until No time restrictions,Monthly rent sFr. 720.-,State Zurich (City),Address Zelgstrasse 2,City 8003  Zürich,"The room is14 square meters, dwelling, with window on district street.","Two men (31 and 27). Both working. Long-standing friends who see their flat not only as a purpose-shared flat, but also to actively shape life (cooking, celebrating, etc.). And would be enthusiastic, the future roommate should also be so.","1. A woman; because we have had very good experiences with the dynamic with our still-roommate. 2. At least 24 years. 3. Interesting and interested. 4. The not constantly, but gladly times a beer (or so) drinks with us.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--720-zurich-stadt.html
Starting from 16.10.2017,Until No time restrictions,Monthly rent sFr. 1'059.-,State Zurich (City),Address Im Mittelleimbach 7,City 8041 Zürich,"The room is16 square meters large, fully furnished with 2 chests of drawers, 1 wardrobe, 1 shelf and a 180 cm wide bed. A furniture transfer or a partial takeover can be agreed upon if necessary. The room can also be taken empty. We have 2 freshly renovated WC's of which one with shower. The kitchen is also newly renovated.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/16-10-2017--1059-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/16-10-2017--1059-zurich-stadt/pictureLarge3/roomPicture3.png,"My roommate moves out after 5 years and I am a tenant (31, IT consultant) for 2 years. I would describe myself as a cheerful, helpful, attentive, orderly and communicative person. I share my institution, i. Kitchen utensils and beamer / screen, gladly with the flatmate flatmate. Just send me an email if you are interested. I am happy if you can mention in the e-mail who you are.","a cheerful, up-to-date, tidy and communicative person with first WG experience, regulated income, between 25-35 years old and non-smoker.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/16-10-2017--1059-zurich-stadt.html
Starting from 31.10.2017,Until No time restrictions,Monthly rent sFr. 1'500.-,State Zurich (City),Address Heinrichstrasse 235,City 8005 Zuerich,"The room is in a room with two other guys: 31, 30.  Modern furnished, with bed, wardrobe, chair. Bodentiefe window, light, parquet. There is a roof terrace with jacuzzi. To the price in addition still cleaning woman, insurance, bilag, Internet, electricity, etc. comes then total to almost 1800CHF mtl.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/31-10-2017--1500-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/31-10-2017--1500-zurich-stadt/pictureLarge3/roomPicture3.png,"Beginning 30, both male, professional, very relaxed, well-kept.","Professional, m or w, 24-34 years old, like to have a glass of wine or beer.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/31-10-2017--1500-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 300.-,State Zurich (City),Address Lerchenhalde 43-2,City 8046 Zürich,"The room is a nice room in a WOKO-WG with 5 other people. The WG consists of two kitchens, two smaller rooms, two terraces, two toilets, a shower room and a lavabo room. The rent includes all additional costs (water, electricity, WiFi). Since the room is equipped with a new mattress, a roof lamp and a nice large mirror, you should be ready to take over this for 120 CHF.  a nice room in a WOKO-WG with 5 other people. The apartment has two kitchens, two small dining rooms, two balconies, a shower room and a lavabo room. Water, electricity and wi-fi are included in the rent. Since the room is furnished with a new mattress, a lamp and a big beautiful mirror, you should be willing to take it over for 120 CHF.","five ETH students, two women and three men  five ETH students, 2 women and 3 men","We are looking for a new roommate (female) who is friendly and clean. If you think you can visit our flat in the evening from the 28th of September, then write us an introductory e-mail! We will then invite some candidates for a visit. We look forward to your mail!   We look for a new female flatmate, who should be friendly and clean. If you want to visit us on the evening of Thu the 28th of September, then write us a presentation email. We are looking forward to welcoming you.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--300-zurich-stadt.html
Starting from 20.9.2017,Until No time restrictions,Monthly rent sFr. 1'250.-,State Zurich (City),Address Frohalpstrasse 53,City 8038  Zürich ,"The room isThe room is furnished, on request also without furniture. It is 22m2 large. The apartment is very well maintained and equipped with TV and all other necessary things, it is located in the attic. It has four rooms, all of which are available for sharing the room of your future roommate.","I am going to the end of March 18, so I am looking for a sub-tenant. You share the apartment with a 32 year old man, he is very sympathetic and uncomplicated.","Male or female, until the end of March 18. You should be uncomplicated and order to order, it is cleaned once a week. Otherwise, you can do whatever you want.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/20-9-2017-30--m-rz-2017-1100-zurich-stadt.html
Starting from 1.11.2017,Until No time restrictions,Monthly rent sFr. 740.-,State Zurich (City),Address Hugostrasse 8,City 8050 Zurich,"The room isWe have a quiet 16 m ^ 2 large, unfurnished room with window facing the courtyard. The apartment is located on the Hugostrasse in Oerlikon with various shopping possibilities in the immediate vicinity (Coop, Denner just around the corner). Important student data: Uni Irchel 5 min, ETH / Uni center 15 min, ETH Hönggerberg 20 min, Price: 740.00 CHF incl",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--740-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--740-zurich-stadt/pictureLarge3/roomPicture3.png,"Two ETH students (23 years old, musical wolvery / 24-year-old chef-de-cuisine), who like to do something together, but also often pursue their own hobbies","Are you interested in shared cooking, a beer and cheerful discussions? Do you always have a good joke in stock and are simply generally good on it? - Then you're almost sure of the room!",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--740-zurich-stadt.html
Starting from 25.9.2017,Until No time restrictions,Monthly rent sFr. 500.-,State Zurich (City),Address Regensdorferstrasse,City 8049 Zürich,The room isI am renting my big and nice room (25m2) for one month starting form 25.09. I am looking for a man who is looking for a man. The whole flat is very clean. We are looking for a girl (sorry boys :().,One girl,A girl,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/25-9-2017-1-monat-500-zurich-stadt.html
Starting from 1.11.2017,Until No time restrictions,Monthly rent sFr. 500.-,State Zurich (City),Address Rohrstrasse 23,City 8152 Glattbrugg,"The room is small but fine! : D Approximately 9cm2, but you can take a look at the photos and come by",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--500-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--500-zurich-stadt/pictureLarge3/roomPicture3.png,"Céine (26) and Nicole (23) in a 4.5 room apartment. We are both flight attendants and therefore irregularly at home. When we get home, we like to have fun with each other and spend a cozy evening on the sofa","We are looking for a m / w person between 22-30 years old. An open and funny person who is also for common evenings when cooking etc. to have. You should be tidy and respectful as we both have different working hours. Long story, short meaning: Meld dich mal: D",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--500-zurich-stadt.html
